Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Data_Risk_Reason,Qwen_Fraud_Flag,Qwen_Fraud_Reason,Latitude,Longitude,Percent_Built_Earliest,Percent_Built_Recent,Satellite_BuiltUp_Percent,Satellite_Density_Flag,Satellite_Risk_Reason,Final_GhostSchool_Reason,Satellite_Confidence
Real (Census),34520137,GES KOT KHUSHAL,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,6.0,,,155.0,,4,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,6.25,Moderate toilet non-functionality (only 3 of 4 working),False,,31.9000019,73.2713766,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 3 of 4 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),34510043,GGES MURADIAN,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,11.0,,,201.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.0747092,73.6917073,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),34520543,GPS NAUTHEEN STATION,HAFIZABAD,PINDI BHATTIAN,Primary,Functional,No,,5.0,,,66.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.9000019,73.2713766,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),37140021,GGHS KOT CHAJI,ATTOCK,JAND,High,Functional,No,,13.0,,,391.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,33.4317702,72.0196309,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),33221214,GGPS CHAK NO 259 PATOANA,JHANG,JHANG,Primary,Functional,No,,4.0,,,92.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.2777606,72.3213727,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),34220031,GHS BHOTA,GUJRAT,KHARIAN,High,Functional,No,,18.0,,,344.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.8100237,73.8663245,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),31120113,GGES CHAK NO. 200/M,BAHAWALNAGAR,CHISHTIAN,Middle,Functional,No,,11.0,,,253.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.7945611,72.857779,100.0,100.0,100.0,High_Density, 100% built-up area detected — clearly in a developed location,"The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up around the school's exact location, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",School-Level
Real (Census),36430394,"GMPS 13/8-AR, P/O 20/8-R, TULAMBA",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,10.0,,,313.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.4389367,72.3550547,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),34110497,GPS DERA KULIAN,GUJRANWALA,GUJRANWALA SADAR,Primary,Functional,No,,3.0,,,105.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.0346163,74.1872621,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),32210064,GPS CHAK NO 447 TDA,LAYYAH,CHAUBARA,Primary,Functional,No,,4.0,,,80.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.9656881,70.9459094,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),33140491,GGHS CHAK 117 JB,FAISALABAD,FAISALABAD SADDAR,High,Functional,No,,20.0,,,868.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,31.3711401,73.0706582,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36420009,"GHS 93/10-R, KHANEWAL",KHANEWAL,KHANEWAL,High,Functional,No,,20.0,,,701.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.3022528,71.9278916,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),34510262,GES KARYALA,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,7.0,,,185.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,32.0747092,73.6917073,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
